"","Ox_f_T_Slot2-16_1_3811","Ox_m_T1_Slot2-13_1_3813","Ox_m_T2_Slot2-14_1_3820","Ox_m_T3_Slot2-15_1_3816"
"Gspt2",22064.0477834605,22032.158805801,19331.3280011817,16357.7782997402
"Slc30a6",30948.7172728265,71069.5121003111,67410.7107013669,61655.859723591
"Eef1a1",265887.299532188,270994.089488379,264617.41507292,233957.08873318
"Snrpa",36921.3,32544.4,32060.5,36491.6
"Sacs",23123.8814141247,25631.7688535428,20538.6548302054,21160.65361131
"Ptma",81823.5702690254,56060.1058986579,81982.474498895,58762.6691769179
"Casz1",NA,7269.80999999999,NA,9777.94
"Hnrnpab",138260.703000789,133139.347812021,139110.989627097,126527.448764472
"Fra10ac1",NA,NA,6998.26,8183.49
"Mapre1",48260.6497681918,45942.0904126747,43039.189466068,52117.3052332046
"Hnrnpd",275036.46709753,255182.730289285,267573.676272941,220155.00132705
"Nek3",13150,13486.3,13311.1,11936.1
"Pten",314477.063559964,290115.936109718,313134.332593795,252614.689825054
"Ina;Nefh;Nefl;Nefm;Vim",3653540,3554380,3747200,3953590
"Ehd4",29556.5716665635,42127.6151801113,35137.3662509058,36789.9601448173
"Gnao1",39529.4431997537,43266.1875416566,39164.9399665776,45495.9934659643
"Pygl",22092.6441148076,19171.2568237791,13980.3980577453,14264.2187565942
"Pdha1",43924.1959490972,39113.1393443801,39075.735413908,44987.5368829444
"Rab1A;Rab1b",47509.8638109689,42718.9625945314,47639.7875848158,42660.9491156316
"Cyld",21274.8816009463,22766.412048004,21362.7907245238,25228.2312404195
"Asrgl1",24404.9,27629.6,21485.6,24026.9
"Ppa2",20461.5061763039,25048.5363975022,20490.6629180417,25563.8500385712
"Srek1",8063.96,10301.6,6657.28,8027.27
"Pip4k2c",14489.7999998841,14482.3257508497,14221.8999998862,7647.874138429
"Trappc2",11473.4,14424.3,14516.9,12975.4
"Snf8",49915.7323361243,47321.0564109905,38072.636005259,41571.5217750349
"Ranbp1",25381.7054818,22527.1465952346,22051.5588232551,21265.0086450599
"Krt1;Krt2;Krt5;Krt6a;Krt73;Krt76;Krt77;Krt79",NA,311065,260885,101991
"Aaas",8721.04,7161.78,7503.55,6383.22
"Arpc1b",81902.8340277077,89625.4322886695,91156.6795275227,95514.2236707919
"Dennd1b",20655.0211928269,20004.1440391282,17852.6946261563,19879.5067613371
"Rnf213",15798.8553508959,14363.6143228364,14247.7829029861,13913.6291217189
"Sae1",8175.22289575296,5674.76535788395,6865.86297050138,5537.01649710644
"Eprs1;Qars1",39739.8,39452,26381.3,35064.9
"Atpaf1",15168.7,10750.4,11835.5,12541.4
"Tuba4a;Tubal3",896434.110194157,1087963.39177409,1098871.93882179,1249772.65734994
"Tmed8",18368.8702998081,17629.611327259,15950.5425013748,14006.6894589502
"Atp1a2",39359.246504425,42671.7372989621,26180.1556652132,33542.5266670144
"Rps4x",20197.874289314,15328.5596803354,18775.5001373076,17756.5249457149
"Prkag2",41478.8020300834,46043.8751317351,45875.9789893971,49651.8119721877
"Prkaa1",35349.8503915355,36508.8228137891,35167.8299700341,37152.5672281544
"Rbm25",78804.2998274283,66256.7166575904,81085.9878083282,64050.5648158576
"Hspa1a;Hspa1b",26026.78061886,26837.9909019353,22871.1227685241,28647.7520775935
"Rab5a;Rab5b;Rab5c",31392.6173818291,30497.9897565464,33250.5171454379,24444.2795299508
"Cpsf4",34792.4079016092,26470.0297180765,20028.228043825,23610.2166458836
"Bcas3",22009.2318237917,24832.5984035585,21725.2043865378,26332.3840396443
"Tmem65",21015.3010267245,22847.6550505989,19671.2220866677,29969.6999997454
"Hcn1;Hcn2;Hcn4",NA,NA,8548.1,13568.2
"Mapre1;Mapre3",18779.1,20204.8,20194.9,22139.7
"Gnpda1",33103.5596518729,33601.9819548363,32722.7651320532,32718.8810548577
"Spcs2",20868.9420877093,20530.4604850457,23191.7915615529,18232.8022721192
"Pura",175551.298026215,153412.418131806,163461.955495851,163096.989687776
"Ddt",87984.704629597,95345.7450926547,118669.142737136,95127.9263182446
"Cygb",80597.4023709894,60219.6440277926,NA,50043.0129032332
"Cdipt",73981.1999992952,50857.2968599352,60563.2922737125,65093.9543877088
"Gart",5843.59,6062.2,NA,6663.09
"Hnrnpab;Hnrnpdl",226816,192823,255836,170625
"Pip4k2b",29482.4213741548,36150.9300404232,33945.0501633168,40529.2211014752
"Sarnp",80160.8107450398,75425.8187796388,80700.8510420418,80916.7095932017
"Cpne1;Cpne3",NA,58309.8,44208.7,50483.7
"Preb",42115.0338314626,39452.9750380404,40409.4756681569,41611.6813591271
"Cox6c",17025.8,NA,13052.9,NA
"Rap1gap;Rap1gap2",25706.7,37387.5,32951.6,34888.9
"Ufd1",41321.3950228358,52102.0081790056,48528.8862815286,49078.4733596802
"Prpf8",8224.56,9375.42,7692.55,6631.97000000001
"Setd7",51498.1705566676,52795.9460385,55622.9143776034,44299.5784747514
"Rpl3",23780.8176317138,25787.8214361308,21491.6167600519,21522.0815672346
"Tarbp2",24543.6412301766,35750.9939998585,27532.0385731912,29768.5293702523
"Psmc5",35805.8568895789,41922.7505055954,42010.8580766707,49669.5077389924
"Eif4g1;Eif4g3",78815.2643635784,93925.8748415468,101059.915762366,85750.8121090262
"Ldhb",28351.0540177914,22855.2665936487,18518.9371381602,29070.935694918
"Ap2s1",13301.5,11926.1,NA,11681.8
"Cnot10",9814.1706508691,9665.07733176053,9153.48765212121,7341.78785204505
"Pacs2",141814.514319745,130087.668642149,132904.375840775,125237.968058464
"Picalm;Snap91",72234.3999993007,101909.999999013,113151.999998905,87356.6999991544
"Eif2b1",16692.632260909,13671.6066102074,19716.7878048217,17506.6388173787
"Myd88",NA,10611.6,8445.19999999999,NA
"Snx19",13429.197554875,10903.8295955711,12607.3905563035,13606.7944303357
"Emb",17706.2373356505,18978.0377614931,23714.9459364492,17087.2277471428
"Hmgb1",41894.3,26095.5,NA,24616.5
"Cog7",NA,12987.8,NA,13025.5
"Rab27a",26684,27565.7,37691.2,19848.2
"Sf3b3",26892.9328744376,23552.3597329425,23379.8736764418,31793.8827950763
"Bag2",61738.5727145406,56730.1905000155,55988.1140028445,54897.2367548219
"Rpl9",33949.3834694748,26757.3964250404,34787.2580392627,28934.7093711535
"Washc4",36792.5818170275,29921.6579925721,29273.3734115356,25753.1060213901
"Krt1;Krt73;Krt77",1386570,1232470,1194630,556064
"Rgs7",16691.2830215411,15406.7593484857,15074.3802528044,19495.7004850599
"Cmpk1",21272.3311003421,18068.9185129676,17505.9737360412,20584.5044721007
"Snrpd3",78261.1322241676,83161.7910306864,72713.0215120311,79521.1770455108
"Parg",14200.5805958962,14985.1091213478,15970.833315569,13545.8415746066
"Stambpl1",19283.7646546159,9542.43084657907,16099.1261884934,16612.5685423979
"Gga1;Gga2;Gga3",61504.5,67421.5,74452.1,71785.4999999999
"Dhcr7",24236.9,20700.4,16739.2,14651.6
"Hspe1",129110.564327912,117275.851174458,143318.417874553,116128.99287544
"Stac2",21563.9451648301,20810.5465019819,20625.3683763862,23236.6657787156
"Nme1",32145.4,35692.1,41646.4,29030.9
"Epb41l2;Epb41l3",140281.256837781,192337.739303079,285096.91044764,155062.89483595
"Cpne6",45165.3825443001,58175.2508499529,61177.4549232869,58997.9070636169
"Sf3a2",3856.71137953957,4773.21518926712,6465.08684467708,8250.58202727691
"Serpinb1a",15003.2271860329,14865.6723231751,13551.3287920964,14363.4292021554
"Cramp1",6191.62,NA,NA,NA
"Csnk2b",48303.0087734069,50336.328196386,56903.2148640607,44271.6432404873
"Aco2",22588.817218081,16859.0744361767,13725.5396335219,21592.6806433618
"Nfx1",NA,10868.5,10707.3,10982.4
"Gpatch1",NA,NA,4042.72,4267.85
"Ndufa12",13521.2023956084,16341.5692459103,13693.271394595,15706.1732192474
"Gosr1",38228.5665148514,43455.995491385,46239.7586677714,44042.4545513982
"Sltm",50143.9724435163,46997.163459988,45406.5030058539,34053.0908773265
"Rph3a",58667.3422498277,68517.0276678985,69831.3563508523,78568.4212350697
"Tubb2a;Tubb3;Tubb4a;Tubb4b;Tubb5;Tubb6",384827.958506304,391716.819582311,391185.656876814,378614.578514863
"Rpl23a",154065.145777271,134336.398312455,107035.566758288,127064.612985737
"Mta2",17603.8282510877,16846.3594951618,11768.7793120615,14971.3143934122
"Eif4e2",23622.2436079697,20716.8786509439,17386.6076342883,18390.6123658157
"Txnl1",29368.1793170073,26244.4356743917,32878.0314058294,28554.9048299932
"Psmb4",30665.57320295,24872.3374750228,30659.3493096022,33215.3354720406
"Gdi1",36495.080942789,31977.0501908161,31988.4902056357,35626.4383875623
"Hsbp1",59498.757706144,51730.5955344518,56162.5183646306,48970.5999995459
"Prdx5",66901.381807543,56788.9128441078,65936.6432976987,62666.3166823693
"Top3b",19925.3274143431,21056.1873094408,25186.7602917397,28397.8520040184
"Eif3a",33825.2217074856,31975.2954533726,28940.058017047,37603.1919861051
"Mast1",19629.4307898447,25501.3334857245,22873.0903022175,22918.1410323701
"Camk2g",80339.3859136902,95489.9870507948,94098.1197432257,92758.1348746632
"Hmbox1",33372.4176687335,29469.3626575352,35357.954977597,31075.1723944817
"Etf1",33521.0691850327,36305.9674578418,40439.0081371481,37258.5558354508
"Sra1",14424,14881.1,13413.4,13340.8
"Tmem179",19470.2,17690.3,NA,16439.5
"Capza2",33605.1506052072,37439.8426347957,31072.783203803,39023.2041093756
"Aktip",103239.003368247,125749.757952155,115635.888214417,121318.785541911
"Stat1",19863.0999998338,19945.8271049395,15822.0609834597,19339.2474653256
"Eif2b2",23340.2787793034,13260.1862020088,18624.7937039315,15676.4563116651
"Sestd1",36179.1459851885,57601.2429759713,39466.4240902184,45755.2370501425
"Sgsm3",25222.269126371,24686.0946276538,24418.3872963925,21299.8152174419
"Asl",44462.7192234153,41029.1105728899,47387.7906797651,48368.5230466043
"Ctnnd1",30082.6104071122,31608.1277863182,33481.4956560521,30954.4458962335
"Pdia3",16400.5396881493,13844.8009265599,9939.92212105549,10052.3428499965
"Fau",94940.4999999999,101485,59823.6,49320.2
"Tns2;Tns3",33771.9611224759,27803.3625695509,30713.1730651855,26167.1999997683
"Pex13",7915.48121739018,8506.04152495546,7713.34000104216,NA
"Rab3gap1",21498.7600113302,21811.0424465636,19008.557113959,20951.7539752563
"Psme3ip1",23789.6629219405,17446.2088292321,16408.1875623449,20923.7825381329
"Pik3r4",15760.1999998701,14503.4999998804,14857.2318407137,12248.7887480025
"Pum2",16320.0683426256,13197.6956392284,3525.86354387342,5159.886586561
"Nap1l1;Nap1l4",45774,60218.9,74186.8,42031.3
"Epb41;Epb41l1",35361.9,27788.4,30276.2,24561.5
"Zswim1",8412.46,9483.89000000001,8379.36000000001,5414.19
"Sec61b",15021.5,11975.1,17478.8,16065.5
"Dpysl4",13936.7842899382,9286.81441213675,9062.72033552952,13115.1742798527
"Ankle2",14936.4924157957,16940.3778597896,15741.4197210994,18292.0653286021
"Gapdh",144515.863712508,141058.2467558,142088.714950638,161746.325379101
"Stxbp5",35254.1957339764,30812.454100739,31138.8731671825,33299.6721504335
"Pfkfb2",47558.7208778098,41438.0113726664,39599.0397312978,44221.1632432871
"Mtpn",20566.8999463646,21912.2022331448,21353.207178435,27877.8391768626
"Arhgap32",10305,7544.63,6613.99,10705
"Ybx3",6887.44,7271.3,5705.47,4280.35
"Igf2r",25630.5,26409.8,25532.9,27185.4
"Aacs",13812.9816713303,16600.394685349,16362.6007394619,17753.734737187
"Osbpl11",19901.5380980748,20599.9170762204,16542.4503405832,16838.3033677248
"Hspd1",37855.9037673193,36942.2252789259,28893.2075657832,33733.4847685576
"Foxk1",NA,21534.4,NA,NA
"Tdrp",112526.917909898,104284.566346894,123730.387605953,116114.462748821
"Csnk1d",39499.5,37156.5,38609.1,26722.6
"Tagln2;Tagln3",126423.327178015,187157.104264048,210806.062099514,166717.585090887
