"","V_m_T1_Slot2-9_1_3817","V_m_T2_Slot2-10_1_3814","V_m_T3_Slot2-11_1_3810","V_f_T_Slot2-12_1_3819"
"Lcp1;Pls1;Pls3",86169,88687.9,92555.6,87691.2
"Pam16",NA,18923.2,39634.3,21502.9
"Raly",22756.4296777824,19019.7157684878,25559.7514590583,24592.72135828
"Amotl1",6232.31000000001,8814.05,NA,8935.72
"Slc41a3",NA,8613.05,NA,6210.27
"Tbc1d17",17870.5,21032.8,21748.8,19249.9
"Slc16a1",19038.8576322295,17342.7937679858,16019.5999998676,17089.0224069777
"Tsn",7355.37,8263.17000000001,NA,14200.5
"Dop1b",11189.4820481926,10277.5317211856,14496.7010478025,11869.8402469462
"Kifap3",44247.0328858608,61351.2584388283,170267.62640597,64968.5236571637
"Timm10",9987.8,NA,12572.9,NA
"Cdk17;Cdk18",NA,24053.8,20147.3,28863.7
"Vdac1",15681.3099234552,17327.2452960669,17599.6129758548,18838.3132178803
"Vdac2",16559.6984910573,14269.3666337014,NA,11600.4983217258
"Gga2",15353.7,NA,16436,19221.4
"Ptges3",74788.3680811431,74563.2488241439,72443.4989387031,72866.4705027164
"Slc25a11",12518.7,9752.43999999999,13860.7,11009.6
"Nisch",15780.7011995636,15240.7310312531,19441.0605741536,18023.7524477951
"Vdac3",9853.51,NA,10835.8,11269.2
"Dag1",20913.3,NA,20580.4,16408.5
"Ppp1r7",19027.7999998373,20441.6999998252,22308.0816189043,24166.5574476796
"Rac1",10907.7,NA,12966,13069.2
"Tubg2",1188200,475253,455265,NA
"Camk2b;Camk2g",41087.2465046417,NA,40255.14153316,33818.4037321405
"Rab14",12669.6,10828.6,15392.9,17732.8
"Nrbp1",29482.5,28438,23762.1,20592.6
"Fam114a1",22039.9999998102,20263.6205975194,21653.9999998134,27622.1904795669
"Slc25a12;Slc25a13",20167.7,17433.3,16152.6,20219.5
"Ptpa",6379.88,9832.60000000001,10509.2,10417.9
"Rab3c;Rab3d",116293,NA,NA,82931.6
"Taf7",19835.3,17018.7,18536.3,18651.8
"Efr3b",6949.78,NA,7746.07,NA
"Ndufv1",21309.6999998179,15087.7724879633,24649.0723326016,16212.2999998614
"Tmod3",22922.8,18205.3,20820.5,18840.5
"Fam135a",16433.3,17920.8,24817.5,23376.6
"Sar1a;Sar1b",143082,137159,127176,116377
"Nudt3",43589.7419995852,44778.1354528262,43974.5065313212,45313.2054029074
"Ttll7",17080.9,9233.04000000001,20731.8,14670.7
"Rpl30",165673.569815986,179345.676411312,202875.536861821,183702.655202653
"Fkbp2",21189.2,22748.9,26176,21302
"Rhoa;Rhoc",21765.1,21003,18191.2,26781.1
"Myh14",21112,23240.6,15287.9,28732.3
"Rab5a;Rab5b;Rab5c",11307.8,16417,13820.2,19063.1
"Ran",92288.1668322267,107992.481553074,98051.0318859829,104060.522828082
"Rel",47146.4,NA,36975.2,36944.8
"Rap1a;Rap1b",14449.6,15986,NA,16973.5
"Pcbp2;Pcbp3",666715.039495065,900853.980975097,858286.91318413,808662.965217077
"Slc2a3",38475.2618038707,47431.5961460116,46165.2537361272,45524.1266870628
"Rpl27a",71496.6504711325,72374.6532055561,77981.2739134937,77394.014999002
"Ranbp9",32311.3378422017,28940.4899203699,35016.4098277007,29221.5710438862
"Atp6v0d1",5425.38,NA,NA,NA
"Cfap20",18561,NA,23474.9,20602.2
"Ndrg1",38435.1446402871,NA,38367.1923361351,40420.6581946288
"Ina;Nefh;Nefl;Nefm",186856.770941056,168777.989900928,175011.851828442,151394.029225561
"Sult4a1",NA,22824.3,NA,16861.3
"Alyref",28364.0388349857,22788.167170554,30065.2290227514,29729.6118212774
"Syt1;Syt2",40606.4370006135,48426.4141984778,48976.1044982466,38906.4762021276
"Wdr20",6760.54,5698.85,9133.43,7296.81
"Tceal3",68154.7,NA,NA,NA
"Ilrun",23142.1999998016,23190.1323823706,22684.1582542475,21607.5212149735
"Rps21",9923.17,9137.12,NA,8807.99
"Ctnnbip1",16000.8,NA,19879.4,13791.4
"Pum1",94091,92349.2,NA,155805
"Pls1",10819.4,NA,9741.54000000001,NA
"Hk1;Hk2",43313.2572705605,44487.374649098,44357.3025736687,57280.8982900553
"Arf1;Arf2;Arf3",126347.486642188,110580.327247698,133863.139672965,140922.595072545
"Ddx17;Ddx3x;Ddx3y;Ddx5",207017,NA,228744,164326
"Cnot3",17629.7,15636.2,16686.4,13236.3
"Add1;Add2",124798,NA,111592,95068.6000000001
"Strn;Strn3;Strn4",95264.6000000001,98954.7999999999,90491.7,76711.8
"Eif3e",20356.3254998573,16751.659241326,17155.0476604296,NA
"Myo5a",10949.8554219953,10212.358028631,12009.5423527002,14605.7275868432
"Wbp2",75667.196438634,NA,60036.642936932,55515.3525938942
"Nelfe",14930.7988640539,15278.9645962523,10323.5966033839,19195.729293626
"Twf1;Twf2",NA,NA,17128.9,NA
"Fam168a",17354.3580428378,12435.6487426129,17918.5643439756,NA
"Baz2a",298445,246691,290082,311834
"Prrc2a;Prrc2b;Prrc2c",22417.5,11070.5,33413,28436.7
"Iqsec1",17842.2999998558,12523.4999998988,16893.9999998634,12934.0999998954
"Hadha",8500.03,7720.01,9685.67000000001,9101.71
"Vasp",11580.5432456791,11612.3461680269,11581.4490381295,11401.8099990036
"Vgf",18542.8289275777,8992.67576544986,14673.4645639673,8947.17738045197
"Rragc",73437.7,NA,87994.4,NA
"Rragd",13652.4,13804.7,12749,14329.9
"Csnk1d;Csnk1e",20497.4154478094,22803.9066926289,27800.1398417028,18406.4463447642
"Camsap1;Camsap3",19787.4,NA,33832.2,NA
"Ldb2",20982.7,NA,24558.7,27926.7
"Patl1",11069.6,10564.9,9904.4,11185
"Atp2b1;Atp2b2",31712.7,30574.1,30402.9,33581.8
"Trpv2",23359.0730642854,15548.6515083339,25139.6011991249,22621.4728750657
"Ap2a1;Ap2a2",17718.9688149049,19691.5010906779,17744.9108934196,15741.6379541804
"Ksr2",NA,NA,9835.63999999999,NA
"Snx11",34103.555913207,35174.7132258178,39127.0006204647,39079.6843817066
"Vps9d1",4457.42,NA,NA,8237.22999999999
"Steep1",22842,19094.7,23398.5,22318.1
"Fmn1",NA,11883.4,NA,NA
"Ddx3y",111924.938102908,165359.601909981,114665.091277877,132676.396521116
"Kif1b",NA,6426.01,NA,NA
"Vma21",30277.3,32624.1,NA,27131.1
"Ublcp1",68753.5034769742,66164.4880767477,67768.8134477941,69876.3116771893
"Nme2",38112.3031749227,60385.6447910273,20913.2688602555,8794.14625017111
"Tmprss13",15907.7,NA,NA,32357
"Krt5;Krt79",32399.4,NA,NA,NA
"Pygb;Pygl;Pygm",486213.190886082,471535.020301885,496306.209155797,384691.590829472
"Metap2",22874.4204886022,21353.0335868628,23074.2758028317,26103.9997114815
"Krt79",279479,NA,250920,502462
"Krt71",NA,NA,11846.6,NA
"Usp34",3901.64,NA,NA,NA
"Prkca",20544.8943453712,19918.9646991621,17230.3722280853,25393.1723168242
"Rundc3a;Rundc3b",77202,NA,69351.5,NA
"Ssx2ip",7115.66,6817.86,NA,NA
"Vps37a",27394.1848261684,35517.3152184546,24973.3070762258,22206.2451373202
"Prkaca;Prkacb",27311.6999997608,27717.8999997572,25405.7999997775,24922.1999997818
"Cd44",82784.9002566191,69701.9390494415,94865.9458472223,89311.1428995726
"Tnrc6a;Tnrc6c",15376.6,NA,9136.52,19098.6
"Ensa",45697.1575885831,50613.3829865257,45026.4999487122,48969.1326161048
"Hint3",122860.907352756,NA,133856.364633564,121033.175228746
"Klc1;Klc2",25155.8482622447,31908.7674551206,22827.8999998047,19957.4999998292
"Gab2",24460.2,17183.9,27739.4,NA
"Tmsb4x",266732.419947819,283691.765049535,194369.851244897,50807.4947492658
"Setd5",4113.23,NA,NA,NA
"U2af1",6253.25,NA,6480.39000000001,4782.39
"Ilf3;Strbp",22762.2,NA,29759.3,28863.3
"Tmem165",17527.9,10415.9,NA,12276.3
"Crcp",14091.3,13389.2,NA,12270.1
"Dip2b",6546.8,7367.58,NA,8230.34
"Jun",4724.97,7663.02,6842.35,NA
"Xpo7",NA,NA,5956.28,NA
"Syt7",14245.5,10849.9,8588.66999999999,14695.9
"Eif6",41568,29144.7,NA,29451.1
"Tsc22d1",231009,273198,188377,175002
"Hivep2",34167.1423335898,38087.5561101843,30831.8467531338,28536.5345552891
"Gdi1;Gdi2",10367.9,NA,7502.44,NA
"Agap1",24999.633662322,20383.5449494444,25874.9322729851,29503.8709961294
"Hspa8;Hspa9",78562.9,84736.4999999999,72142.5,78614.8
"Ahctf1",8506.02999993291,10561.8999999167,16437.1999998704,13357.9999998946
"Rph3a",46512.4222480691,58400.7009340387,41542.2424878837,41805.8907118746
"Tomm70",7386.10000000001,10247.4,13729.5,13768.9
"Hprt1",26219.2374210187,23545.1748110594,29288.3676646149,20638.499999823
"Carmil1",4315.94,NA,5890.56,4294.17
"Atad3",11220.4,NA,NA,13002.2
"Tes",17569.9,NA,16885.1,16908.1
"Apbb1",8305.12898095545,7384.19555617165,7553.46153303409,9303.91725611465
"Hmbox1",NA,NA,NA,4358.89
"Crtc1",28166.6885693386,24242.2331853361,28502.2249390716,26137.19009401
"Gpaa1",304591.222237218,279863.699741621,249877.532126479,300525.155145597
"Arhgap27",16812.7999998564,17881.6534972436,19266.8666713188,26255.7999997758
"Srxn1",8466.76,7877.34999999999,NA,NA
"Ctu1",64426.2,NA,71057.4,77062.1
"Inpp5j",17986.4012552089,16101.0924797573,17529.2790961547,16510.3499442376
"G3bp1;G3bp2",28145.1,31016.4,NA,17118.9
"Sdcbp",48725.3328192241,NA,54305.162292144,42276.6881023511
"Ggn",14707.9,NA,NA,NA
"Il1rn",12204.4,7252.87,8984.51999999999,NA
"Capg",24051.2537672761,18438.7412637764,20736.4632903667,21287.2715516918
"Tbca",17195.7,NA,NA,NA
"Inpp5f",14342.9,11064,8817.57999999999,11660.7
"Dbi",20951.9,NA,17672.7,23420.1
"Wdr26",50637.4,NA,NA,47195.8
"Tcf20",9302.04,5091.87,5251.76,6790.16
"Cdkn1b",28840.0291860307,33481.089101988,23167.0035277705,24847.6106037864
"Abhd6",8914.13078530259,9556.34551729219,13111.0684512992,12642.3188240398
"Srp19",7969.59,6611.11999999999,8392.44,6705.05
"Ophn1",10327.5129861543,12272.6311413982,16257.1185598232,13903.6587500787
"Scn1a",NA,15380,NA,NA
"Cd99l2",20319.8,16186.6,31581,20271.1
"Dnajc16",9179.27980682832,8002.02096622881,9139.15858089793,8368.73455061537
"Pls1;Pls3",14289.5,NA,14761.5,14177.8
"Snx12;Snx3",86931.0399397596,111516.691260038,92616.9681914944,96128.2053230296
"Sncb;Sncg",4234080,4438930,4779910,4574680
"Mta2;Mta3",13816.5,14868.2,12128.2,13248.2
"Dpysl4",14382.8163967825,14586.8353989976,19242.4358150794,11161.0085320462
"Crmp1;Dpysl2",1215960,1120870,1450720,1165450
"Prdx4",104373,94450.0000000001,114332,109125
"Dlg5",NA,NA,8788.13,NA
"Chmp2b;Coro2a",79661.4,100176,54366.1,69850.9000000001
"Xdh",23245.3,13952,24892.4,17334.6
"Plk3",47630.7,49786.5,NA,37743.9
"Golph3",25083.027644117,26853.9955345106,31924.4859088431,23921.1099305917
"Arpp19",50133.069643954,NA,54767.1816466244,55508.8880351689
"Cisd2",72291.2936944564,69317.7080303668,71021.6736432037,81259.4550759386
"Inf2",12577.8638457979,9957.1391822221,NA,13227.0560927057
"Fxr1;Fxr2",21392.2,17363.3,17463.3,21929.7
"Atp13a2",6056.9,7489.23,10528.7,11501.4
"Rufy1;Rufy2",83236.4999999999,83072.4,72620.8,98874.8000000001
"Abcf1",11221.2165007436,13299.5935717484,14069.3223308783,13240.790256876
"Retreg1",15300.9373781781,16925.0499879695,16642.7861779654,17621.8999998531
"Ppp1r10",7782.71198481017,6016.16751986492,4787.31449807898,8157.04952866726
"Tnpo1;Tnpo2",26367.2568525358,22961.5509146587,20963.3077352193,22177.6533366528
"Ddx3x",46754.9546878616,45733.7617102121,47879.4263392015,66429.2075987233
"Dennd1b",22156.945741685,21620.8478431255,24280.4178919336,25619.9000496615
"Ppp1r1c",27766.6438853829,24224.1882136014,33241.37955547,33437.0200289778
"Fer1l4",17708.8,15111.6,NA,NA
"Tmem115",14838.1,13921,16816.8,16296.3
"Tab1",23775.316906922,23190.0435470721,25622.7112553563,22725.2752505379
"Rpl28",NA,10816.3,NA,NA
"Mast1;Mast4",NA,6474.4,10314.7,NA
"Rbx1",78834.4999999999,NA,NA,127593
"Paip2b",4544.24,NA,NA,NA
"Cers2",39273.8,41919.1,38410.8,42922.1
"Drg1;Drg2",27186,32673.3,NA,22655.5
"Tle5",12983.8,9355.44000000001,NA,NA
"Atp2b1;Atp2b2;Atp2b4",34244.6029507714,36004.0466930317,36646.9856076285,35731.7863783133
"Rps9",7025.46,NA,5608.48,NA
"Sipa1l1",NA,NA,445764,674603
"Ptms",152877.755075893,185637.930383031,201546.761700146,222011.043039444
"Csnk1e",14130.5,8975.37,10238.5,NA
"Nudt5",176761.707740026,153910.427318492,176487.634618559,189084.993454917
"Heatr5b",11008.2230365575,14390.0059383537,11396.6232574576,12691.3681954523
"Bad",16640.5,NA,15311.5,12641.4
"Vps37d",54244.2,NA,111326,NA
"Znf687",5408.01,7255.19,NA,5381.21
"Copg1;Copg2",32116.1,29875.4,28300.3,36530.6
"Mt3",13649.1,14736.2,18674.2,9980.18000000001
"Mtus1",61695.111226976,53644.5114689845,78693.5959194691,68386.5996358315
"Nxf1",5508,4036.6,NA,NA
"Naa30",6398.19,11574.6,NA,11699.7
"Lmcd1",19355.2,19358.8,17228.1,17867.3
"Fbxo3",12892.9,7922.06000000001,NA,15581.8
"Casp9",13777.8,11712.4,14211.2,14672.7
"Diaph1",NA,13022.5,17223.7,21360.1
"Wdfy3",7917.94,NA,7544.51,NA
"Tnik",NA,66772.3923854416,93955.3999993347,79821.9167470868
"Rabgap1;Rabgap1l",50634.4717057363,37919.3127566603,67282.5026755412,61846.8999994119
"Map4k4",7759.88,10519.7,NA,NA
"Slc66a2",19008.1669393311,15947.2825722218,18226.8181880409,10685.0236850701
"Cacybp",66682.32826364,76231.7774490797,67521.2665816932,75852.5130573631
"Tubal3",23373.0901912835,32670.9202909024,25244.0014064742,26256.8767677166
"Aqp1",62921.6949695961,75075.0808002736,78044.5626200868,75137.6664727409
"Ag2",151089.196089592,181446.221714352,114837.999998828,147659.579773114
"Gpatch11",11775.8,10759.6,13407.7,11737.2
"Bsg",11862.9773006418,13961.2261721071,12261.1919734695,10378.0303591719
"Pde4a",10963.1048507586,8139.16135973433,NA,7375.58083951347
"Kiaa1522",10920.1,6941.82,NA,12387.5
"Sri",9512.58999999999,NA,NA,NA
"Ercc3",9002.96,7581.6,8226.1,12043
"Mycbp",20015,NA,16698.6,NA
"Glcci1",9396.30854974723,10298.3284419354,12978.2234306861,11868.2776210819
"Calca",15475.8,13039.8,12179.3,13106.6
"Ttc3",19529.8,NA,26948.6,NA
"Trappc6b",17246,12670.4,18110.7,12035.6
"Fbxw11",27831.6882427906,35510.5184114136,29324.0807446365,25464.4477016862
"Krt5;Krt6a",542817,596083,428616,1665620
"Septin11;Septin6",15954.6702569794,19163.6267898427,14423.7814387445,15006.6535264921
"Dlgap1",5922.13,5551.68,7939.95000000001,4886.64
"Angptl8",NA,NA,82038.3,NA
"Med15",9191.33,10520.2,12242.9,6881.53999999999
"Fbxo4",11510.8,NA,10359.6,11413.8
"Rfk",23137.9,17424.9,19881,16489.4
"Eif4e3",14209.2,18883.2,14652.5,15478.6
"Rpl15",26848.628532499,21878.683738155,25278.7402943405,24824.4067587285
"Kif5a;Kif5c",16541.7407601525,20638.4180064853,14401.3927692009,13415.7872625079
"Ccdc88a",18666.4,16077.6,19839.2,18450.7
"Ccs",26072.3,20942.8,38274.4,27146.5
"Farp1",NA,5212.67,NA,NA
"Epb41",19734.9706478928,19149.1979160781,15733.5999998699,14236.3927816056
"Ndufa10",NA,NA,41945.4,NA
"Sh3kbp1",NA,8564.79999999999,5545.92,NA
"Tjp2",9576.06999999999,8308.51999999999,NA,7489.96
"Pmpcb",NA,21171.6,NA,NA
"Vps50",16746.6999998647,8367.17193301887,17628.0377449349,19008.1999998465
"Hspb8",11242,10383.6,NA,NA
"Slc7a6os",12793.96721218,13022.4632872332,NA,9495.40548907875
"Tdp2",15947.5,NA,15231.5,17456.6
"Tank",NA,NA,17276.2,NA
"Mcrip1",51202.5495965865,60667.5527400024,42414.0365658972,48270.6974466835
"Adrm1",5717.36,4728.71,3862.16,NA
"Ndufaf4",15930.5,NA,20374.1,NA
"Sh3d21",173110,NA,91654.2,164833
"Neo1",7707.37249903375,7076.51601910763,8231.98160921719,7404.41296169364
"Trip12",4253.88,3657.56,2762.32,5039.82
"Sfr1",10948.3,5855.04,NA,NA
"Arpc5l",NA,7205.53000000001,NA,NA
"Pigu",102989.191379079,89149.9815867576,101345.303672483,106721.762464729
"Zfyve27",NA,6351.26,8233.56999999999,NA
"Ush1c",60491.9,70467.0999999999,83006.3,74390.8
"Smg7",12804.3,7917.78,8854.05999999999,7915.50999999999
"Reep2",17258.4990915357,21810.1488703796,16064.0110976635,12842.1050527492
"Atp8a2",9537.01,NA,8286.99,NA
"Arhgef6;Arhgef7",41306.6,41449.8,34948.5,35992.3
"Slc38a9",22285.9,NA,17828.6,30805.5
"Atxn2;Atxn2l",38360.2,50079.1,152120,130345
"Usp15;Usp4",28538.3,NA,17706,21111.1
"Thumpd3",7464.26,NA,NA,NA
"Sestd1",NA,NA,14709.5,NA
"Gtf2a1",37298.2,NA,31065.4,28624.3
"Kcnb1;Kcnb2",24072.1,21577.9,27310,19855.5
"Zfyve19",9893.21,9798.01,NA,18886.6
"Cpeb2",40566.9208676454,44276.6520213693,36791.177550057,52856.2472866434
"Dock8",NA,17770.9801633828,NA,12624.87915153
"Abca1",20531.9999998319,15313.9157852294,16103.1903754743,15362.4744570799
"Pygb;Pygm",142487.704696537,189545.684297832,137048.372077797,103209.845140062
"Hmgcs1",6082.37999996571,9681.23999994542,18752.3,11417.8999999356
"Emc7",14359.4690009339,17354.744693532,15700.0999998707,14450.799999881
"Atp2b4",18729.4821029576,18134.6351232896,17670.0550171619,14400.6655596072
"Atxn1",7561.51,8787.19,8189.61000000001,6339.28
"Ppp1r1a",53292.8867961467,NA,42430.7952376916,54679.5786960597
"Rbm12",21991.0741981249,16419.1433578458,22262.5948458714,23604.7407929363
"Rbbp6",13996.8693913922,13764.3618693636,17625.3505421093,14480.3260237096
"Elp6",11445.6,9658.61,NA,11000.5
"Alg13",13167.4,13456.1,11947.6,13542.2
"Rnf40",10690.0605056418,12649.4364176064,7474.4857685909,14261.4608719091
"Gpi",9922.67000560542,9262.03112814501,NA,11399.3298168987
"Nt5dc3",10841.8,9116.65,NA,8988.05999999999
"Kcna1",34202.7063731452,36585.0848950484,40578.5113778799,27742.4228999813
"Cndp2",21130.2170749332,17570.5699236328,21827.1010521502,17337.5051949972
"Xiap",19198.7,27954.7,34256.3,28191.8
"Clmn",9756.02000000001,NA,10274.1,NA
"Nid1",11423.7221851182,13812.4048463217,13860.2244285729,15728.9493122302
"Cobl",5828.52,8688.12,4391.74,10903.7
"Inpp1",31310.3,31321,29940.7,22455.5
"Tsc22d3",11666.7,11172.7,NA,18435.9
"Abi2",8005.82000000001,NA,5220.06,13072.5
"Nkiras1",5945.18,4083.62,NA,NA
"Syt1",23266.0232432378,19573.4933504006,27810.7993686852,19408.2647150636
"Plin3",2516.86,NA,NA,7366.79
"Eif1;Eif1b",24704.3,22338.1,32199.3,17005.5
"Ddost",3582.43,5786.04,4606.11,7807.09999999999
"Krt1",308657,307047,241121,1288870
"Fbl",22086.6,16612.6,21299.2,26216.6
"Fbll1",17622,NA,18375.1,20628.2
"Kif5a;Kif5b",7479.79,15934.1,14740.1,NA
"Nkrf",16555.30000026,13439.700000211,NA,NA
"Syn1;Syn2",83107.2999999999,80341.9,96818.7,NA
"Pacs1;Pacs2",7625.48,NA,NA,2872.85
"Foxk1",15447.2,9682.03999999999,NA,NA
"Itsn1;Itsn2",15527.8,NA,16552.3,13831.3
"Rbms1",50829.5,48455.9,94106.3,NA
"Aldoc",NA,NA,NA,6853.69
"Dbndd1",NA,3826.21,NA,NA
"Sf3b3",18425.753681999,NA,17481.6601678881,20087.2174251298
"Gas7",NA,NA,83986.1,NA
"Prkaa1",31291.9365210836,30320.4545990939,35674.2227259028,32086.1365940444
"Stk25",30990.5377915926,23498.4999775865,25767.142041208,26252.2568207682
"Map9",16198.1,18518.6,16486.9,21780.8
"Sema6d",7142.75999999999,7626.29,NA,7543.82
"Pabpn1",34989.2,37581.3,35886.8,35616.3
"Prmt7",9505.14999999999,13101.9,15991.2,14608.6
"Champ1",23075.3,NA,NA,16176.8
"Gtf3c4",7788.23,NA,7127.41,7956.32000000001
"Akap8",4545.75,NA,NA,NA
"Ccdc22",18956.5,NA,20242.6,20255.5
"Rbm11",16196.3,17190.7,18483.8,23095.7
"Dgkq",10077.8,11990.6,15240.6,12711.1
"Prickle2",NA,11329.2,21323.4,19324.4
"Wbp4",6668.33,NA,NA,8579.37000000001
"Rab24",NA,NA,12970,NA
"H2-D1;H2-L",22996.6999998545,NA,21323.9330329369,22153.3025612285
"Rida",34950.8378665671,45767.1271706736,48658.6077562054,42612.6081864309
"Cyb5a",40706.5052877708,69321.9867689986,49058.7398055326,47981.33538055
"Ipo5",12091.9,11827.7,NA,10995.5
"Crbn",41809,NA,48437.3,42280.5
"Atp1a2;Atp1a3",36590.2,NA,27880.5,44803.3
"Sumo2;Sumo3",50632.1,NA,31428.5,30493.9
"Camkk1",11830.8062483052,14287.8120024199,14546.3387629556,9880.92096402577
"Prkcd;Prkcq",14084.2,14794.4,11945.2,NA
"Atp1b1",9851.87,4968.82,12133.2,8172.97
"Egln1",23002.4,20626.3,40226,35929.4
"Isy1",NA,NA,17108.8,NA
"Vps13b",18328.5,18345.9,19295.9,16936.2
"Ppcdc",NA,6194.96851971884,5583.6751762143,NA
"S1pr3",17198.5,NA,NA,NA
"Scg2",12764.9,NA,14482.3,15722.3
"Ppp4r1",10304.7,13387.7,7439.59,NA
"Ubash3b",25863.2,NA,29950.6,26765.1
"Aoc3",7608.8,NA,NA,NA
"Dpy30",22561.7,19781.8,17651.3,27198.1
"Jmjd1c",5282.45,NA,NA,NA
"Tmx4",100891.625308425,NA,125132.958916027,115983.291808133
"Nacc1",NA,NA,11115.2,9724.22
"Eepd1",9830.82999999999,NA,7090.68,7618.18
"Cbx3",11035.2,11535.5,19752.1,16362.2
"Psmd12",8037.09,11415.1,10395.3,9924.57
"Uri1",NA,11616.8,NA,NA
"Atp5mg",7775.21,NA,8325.66,NA
"Snx16",14061.6,NA,12604.6,14494.4
"Aldh9a1",6340.99,10430.7,NA,12298.6
"Smad2;Smad3;Smad9",7391.77,4786.13,5360.47,6881.49
"Nsf;Smarce1",21874.4,27664.2,32478.5,31816.8
"Ergic3",8836.5,9707.29,7418.21,7886.54
"Ppp1r11",13843.2081389144,21631.734107121,NA,5788.02640151248
"Pik3r4",10111.2673454656,10976.0771634371,9608.02885308139,12376.4704041129
"Wdr1",12460.4,13508.2,17473.5,19135.8
"Agap1;Agap3",47440.7632342462,51751.5061793993,47764.3496225185,48785.2922564214
"Hacd2",NA,NA,NA,40732.5
"Cask",19972,15098.9,14160,16099.3
"Srsf2",35002.8,NA,35552.3,30900.7
"Stac;Stac2",15188.5,NA,13636,12233.5
"Fech",6472.25,8143.22,NA,8345.19
"Mapk10;Mapk8",14554.6,NA,15698.1,14643.5
"Gfpt1",16204.4,NA,NA,NA
"Ttpal",NA,5264.2,NA,NA
"Zdhhc13",10126.1,9784.08000000001,7717.27000000001,9502.25
"Ldha;Ldhb",41734.9,NA,26273.6,25238.7
"Cttnbp2nl",11325,11927.2,NA,12545.1
"Rab19",11440.3,15561.8,12897.7,14140.3
"Pygm",62247.9,90613.4,69316.7,61143
"Msra",31221.5,24050.3,NA,32257.3
"Ywhab;Ywhag;Ywhah;Ywhaq",73109.5,26007.5,86279.1,NA
"Abce1",18735.6,18544.6,19979.1,19257.5
"Lzic",16346.3,16270.6,NA,15448.4
"Nrbp2",15665.2,NA,20941.6,20687.4
"Krt25",19733.5,NA,26977.4,NA
"Lamb2",7656.97,3817.66,8995.41,5265.55
"Nf2",22595.9,20529.4,20930.8,18852.6
"Mtmr4",5529.85,5637.39,NA,5559.48
"Aip",18543.1,19294.5,20512.6,18147.8
"R3hdm2",12668.6,9901.22,7184.02,13461.6
"Gsk3a;Gsk3b",36562.5022670122,41950.5973076745,40736.832870509,36046.9318861683
